Pozo,Estado,Acuífero,Elev.Brocal,Latitud,Longitud,año,nivel_estatico,precip_mm,temp_C
253,Baja California Sur,LA PAZ,5.0,24.092222,-110.398611,2022,6.0,0.67,24.01
252,Baja California Sur,LA PAZ,10.0,24.089167,-110.380556,2022,10.12,0.67,24.01
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2022,13.99,0.67,24.01
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2022,10.02,0.67,24.01
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2022,19.42,0.67,24.01
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2022,59.32,0.67,24.01
205,Baja California Sur,LA PAZ,25.0,24.053611,-110.359167,2022,42.16,0.67,24.01
197-A,Baja California Sur,LA PAZ,9.0,24.098611,-110.352778,2022,11.52,0.67,24.01
191-R,Baja California Sur,LA PAZ,10.0,24.096389,-110.3525,2022,8.3,0.67,24.01
182,Baja California Sur,LA PAZ,12.0,24.093611,-110.350556,2022,14.02,0.67,24.01
181-R,Baja California Sur,LA PAZ,17.0,24.073611,-110.348889,2022,23.3,0.67,24.01
172,Baja California Sur,LA PAZ,14.0,24.078611,-110.354444,2022,18.0,0.67,24.01
164,Baja California Sur,LA PAZ,51.0,24.061136,-110.320028,2022,76.28,0.67,24.01
151,Baja California Sur,LA PAZ,38.0,24.055,-110.333056,2022,57.99,0.67,24.01
141,Baja California Sur,LA PAZ,27.0,24.085097,-110.332044,2022,39.53,0.67,24.01
137,Baja California Sur,LA PAZ,28.0,24.09143,-110.31356,2022,46.16,0.67,24.01
135-R,Baja California Sur,LA PAZ,18.0,24.108056,-110.325556,2022,17.37,0.67,24.01
134,Baja California Sur,LA PAZ,20.0,24.104028,-110.323978,2022,21.14,0.67,24.01
129-B,Baja California Sur,LA PAZ,26.0,24.098483,-110.316931,2022,40.49,0.67,24.01
OBS-VIZ-55,Baja California Sur,VIZCAÍNO,76.82,27.646306,-113.423722,2024,33.89,0.1,22.46
OBS-VIZ-54,Baja California Sur,VIZCAÍNO,71.7,27.648194,-113.473222,2024,37.07,0.1,21.19
OBS-VIZ-53,Baja California Sur,VIZCAÍNO,77.01,27.673,-113.470222,2024,42.65,0.1,21.19
OBS-VIZ-51,Baja California Sur,VIZCAÍNO,74.69,27.470306,-113.298167,2024,46.76,0.1,22.46
OBS-VIZ-49,Baja California Sur,VIZCAÍNO,62.57,27.541056,-113.377861,2024,32.7,0.1,22.46
OBS-VIZ-45,Baja California Sur,VIZCAÍNO,117.98,27.779247,-113.328153,2024,41.15,0.1,22.35
OBS-VIZ-43,Baja California Sur,VIZCAÍNO,146.67,27.831994,-113.266525,2024,36.92,0.1,22.35
OBS-VIZ-36,Baja California Sur,VIZCAÍNO,51.0,27.822375,-113.701111,2024,34.82,0.1,20.34
OBS-VIZ-35,Baja California Sur,VIZCAÍNO,68.64,27.599947,-113.384239,2024,35.12,0.1,22.46
OBS-VIZ-34,Baja California Sur,VIZCAÍNO,52.99,27.572375,-113.534375,2024,18.93,0.1,21.19
OBS-VIZ-31,Baja California Sur,VIZCAÍNO,31.98,27.615636,-113.6673,2024,17.0,0.1,21.19
OBS-VIZ-30,Baja California Sur,VIZCAÍNO,145.68,27.840139,-113.299111,2024,38.94,0.1,22.35
OBS-VIZ-28,Baja California Sur,VIZCAÍNO,79.16,27.667597,-113.468389,2024,41.43,0.1,21.19
OBS-VIZ-26,Baja California Sur,VIZCAÍNO,76.16,27.471083,-113.28975,2024,44.72,0.1,22.46
OBS-VIZ-25,Baja California Sur,VIZCAÍNO,63.15,27.510778,-113.382389,2024,29.72,0.1,22.46
OBS-VIZ-22,Baja California Sur,VIZCAÍNO,58.26,27.527611,-113.394111,2024,29.54,0.1,22.46
OBS-VIZ-16B,Baja California Sur,VIZCAÍNO,46.0,27.886117,-113.798961,2024,32.05,0.1,20.34
OBS-VIZ-14,Baja California Sur,VIZCAÍNO,84.27,27.753542,-113.476833,2024,44.11,0.1,20.34
OBS-VIZ-10,Baja California Sur,VIZCAÍNO,57.43,27.926275,-113.805153,2024,41.54,0.1,20.34
OBS-VIZ-09,Baja California Sur,VIZCAÍNO,71.77,27.896689,-113.7322,2024,46.96,0.1,20.34
OBS-VIZ-01,Baja California Sur,VIZCAÍNO,53.87,27.571431,-113.522964,2024,24.0,0.1,21.19
